Country Name,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Aruba,0.000940949,0.000918692,0.000949223,0.000967668,0.002361284,0.001948056,0.001972589,0.00225777,0.003265236,0.002423296,0.003363897,0.002860261,,,
Africa Eastern and Southern,11.10980076,13.07768823,19.47034585,10.48207754,12.43962923,14.37993528,11.60248041,11.00753434,9.465804285,6.380067148,6.849476158,7.708904183,7.376520665,6.150920062,
Afghanistan,0.50226549,0.449365386,0.611295447,0.418062902,0.609980533,0.879277901,0.702276007,0.54588231,0.544477424,0.495307093,0.677458944,0.696790427,0.915366189,0.773957273,
Africa Western and Central,17.9205237,16.81886869,19.20835436,12.03409703,15.05866066,19.44426088,17.51686553,13.65677947,11.71705805,6.466216105,6.408503051,9.516194869,11.14224227,8.947269344,
Angola,43.49004533,46.27901193,55.85217033,30.73249868,40.14246391,41.15369433,36.22851635,30.81602521,23.67103715,10.80155578,10.85711419,16.45241141,27.42822035,26.19426737,
Albania,1.321831442,1.761086092,1.10999895,0.605979694,1.57450583,3.178895493,3.377276961,2.947406347,3.075781739,1.621620436,1.333386872,1.357555735,1.818064699,1.591731888,
Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arab World,36.65984262,33.49276004,38.24925432,24.91096985,29.27001523,36.3061771,35.29894372,32.20399768,28.51403966,16.91894194,13.9648135,17.9283686,22.72098563,20.18068412,
United Arab Emirates,26.1659372,23.9858608,28.41339857,19.23568093,22.65124301,30.0976913,29.88362697,27.12999506,24.24404646,14.05058311,11.34571449,13.60599291,17.32477033,16.75662049,
Argentina,6.135958797,4.995812922,5.038827371,3.069357206,3.329394894,3.708190851,3.40459291,3.000047416,2.733557678,1.081226358,0.936007816,1.126360021,2.129515087,2.071184086,
Armenia,0.015802557,0.009295978,0.213475225,0.374259981,2.65466288,2.923458164,1.490134089,1.097153902,0.306948917,0.760031512,0.221817709,0.245915928,1.090181063,2.110668897,
American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Antigua and Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Australia,5.315977242,6.508260772,8.634399582,5.056301065,8.098652395,8.680602707,5.391204595,5.305817804,4.757327855,3.27865687,4.073667915,5.056164952,5.480415437,5.355855605,
Austria,0.195236488,0.222309602,0.251363163,0.169129336,0.225823693,0.2714783,0.253971115,0.224092162,0.188548745,0.134802777,0.116954332,0.127273078,0.155087806,0.132720137,
Azerbaijan,42.03791099,39.21776129,41.2174798,28.44834562,32.18880618,35.22316043,31.417091,26.98555118,23.03323184,14.56859577,15.36542908,21.08009595,29.2523744,25.46083764,
Burundi,23.94917947,32.35635676,33.04824404,30.33665757,23.8533749,24.98766731,17.52804737,17.49531308,17.44628107,15.53249535,17.04366094,15.98238145,11.32126547,9.212709114,
Belgium,0.017761917,0.019097351,0.018437617,0.017385475,0.019304595,0.019296677,0.018639188,0.019350124,0.020014358,0.019531679,0.020032096,0.016587447,0.018933865,0.01635131,
Benin,3.051472814,3.631712452,3.663523922,3.717822331,3.42233007,3.478769033,3.916430014,3.515618529,3.7046153,4.304299508,4.456240198,4.136675463,2.455665006,2.033434381,
Burkina Faso,6.433447653,7.812924133,8.596970708,9.578453279,11.08609183,13.63583127,12.39207756,10.64952569,10.31090556,11.63285023,12.6165481,12.38951813,8.458797077,4.186709333,
Bangladesh,1.330760407,1.195674929,1.121736569,1.169836819,1.131255835,1.627030488,1.597889172,1.168403922,1.118407145,0.934311292,0.601728069,0.576675407,0.60162958,0.453838329,
Bulgaria,1.857385718,1.707307924,1.961671196,0.707920264,1.70442186,2.188475056,1.646026718,1.123562824,0.790282215,0.65940609,0.535016679,0.760250118,0.706368691,0.396919026,
Bahrain,6.99357572,6.669282521,7.373061106,6.158985406,5.940849921,8.163854546,8.841223302,9.311952763,8.591922786,5.129701491,3.194381525,3.384925052,4.397892075,3.798819671,
"Bahamas, The",0.007401859,0.007864169,0.008815082,0.008625399,0.015294778,0.013281663,0.012326209,0.014526055,0.017725215,0.014446952,0.01728157,0.017470648,0.013031992,0.011269859,
Bosnia and Herzegovina,1.643181084,2.122046419,3.649307483,1.472183903,2.745691524,3.581353026,2.260744613,1.782646423,1.239951392,1.013488849,1.061191162,1.273524233,1.16874725,0.989039913,
Belarus,1.690162355,1.54934508,1.534738229,1.094860881,1.34016837,1.741291732,1.815881039,1.483204749,1.336655453,1.153056425,1.273324545,1.572906632,1.729885198,1.773031832,
Belize,3.246747386,4.211799311,6.196879621,3.723506026,5.353921435,6.94195996,4.836407683,3.55602683,2.647984167,1.208047792,1.048132666,1.345042056,1.719205388,1.522396279,
Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bolivia,14.49402925,14.77217275,12.47739903,7.203985646,9.332978322,12.76699088,11.38811245,10.74531592,8.829187104,3.767257349,3.324658637,5.717104975,5.725014074,3.887905009,
Brazil,3.891479242,4.112540315,4.755332288,2.37315714,3.658331699,4.259057115,3.81257935,3.787552705,3.2658568,2.386846557,2.421926728,2.858329731,3.808591626,3.465230555,
Barbados,0.436737154,0.370571692,0.48957215,0.268697663,0.374827428,0.549823583,0.540248198,0.50416739,0.450744868,0.184925552,0.137143974,0.211111582,0.31038954,0.270213691,
Brunei Darussalam,35.27313876,27.48601824,28.92093534,23.11556538,23.45035974,29.6620696,26.64196791,22.46210788,22.02380194,19.41882555,15.11846515,17.52815663,25.37993824,22.21259298,
Bhutan,3.393360957,4.302106956,4.202368544,3.535869455,5.305079262,4.922551785,4.222047525,3.426397378,3.418838606,4.028295413,4.448622576,3.359670109,1.998535908,2.195491258,
Botswana,6.304856416,7.161354657,3.890166714,2.220855513,2.079115057,1.860334602,2.173313807,1.347993342,0.875593362,0.740622265,0.721377064,0.800948896,0.756371425,0.657050779,
Central African Republic,10.02769679,9.94663285,11.76283803,8.794977632,7.908126518,8.442391237,9.16089389,12.89708444,11.294765,12.66145709,13.02719792,13.82420515,10.83018287,8.349470145,
Canada,3.855634626,3.657038005,5.00726984,2.02493532,2.250735833,2.967690634,1.803765549,1.911514651,1.660843713,0.334893277,0.785263944,1.270056559,2.121613074,1.895037949,
Central Europe and the Baltics,1.194715943,1.040325097,1.518431919,0.921221864,1.241127845,1.52788311,1.215191855,0.905600883,0.749639726,0.601665207,0.533827089,0.663779722,0.679407701,0.590127279,
Switzerland,0.017215131,0.018973475,0.016503195,0.015094352,0.015437351,0.01290298,0.011496875,0.012331603,0.013472235,0.010788837,0.01120066,0.009808545,0.012821213,0.009367996,
Channel Islands,0,0,,,,,,,,,,,,,
Chile,17.23969,17.04142723,13.82028736,8.734582742,11.92204912,12.11225463,9.067324892,7.612232502,6.850289514,4.02835584,3.192543418,5.324970373,5.79353858,2.300109992,
China,5.504678377,6.376429083,9.70533288,3.986165213,6.299079306,7.677050698,4.15320528,3.025345083,2.3143879,1.182763884,1.047272542,1.332432187,1.467764879,1.255054677,
Cote d'Ivoire,8.148475836,7.631054872,9.749091851,6.281611213,6.786996815,9.404657349,8.951594603,7.28182061,6.323616181,3.29367335,3.414167002,3.615023601,3.424314513,2.482895446,
Cameroon,9.727066713,9.831306432,11.15049142,6.409296386,7.500685495,8.78728135,9.047666298,7.816706995,7.8592266,6.104342717,5.663604618,6.705005964,6.751807078,5.534439006,
"Congo, Dem. Rep.",23.66749045,25.60744406,28.26276816,28.31244378,25.92961769,28.57233016,26.85124766,25.47399868,24.60985091,20.1170171,20.58803642,24.79996132,18.17955909,10.81324537,
"Congo, Rep.",58.65015904,49.57432712,56.93130494,38.01115173,47.00155316,56.03897281,45.59799373,36.25964884,32.13647046,17.34214591,17.83826133,33.26296598,47.9515215,47.86867769,
Colombia,7.228097874,6.565207095,8.506604151,4.686529325,6.575453326,9.432766168,8.017971196,7.332431344,6.364404135,3.678660325,2.970495276,3.847870649,5.019994328,4.51731246,
Comoros,1.266092441,1.582735114,1.716053742,1.749778399,1.593404987,1.63839448,1.906230295,1.808800093,1.976247919,2.465839676,2.514069815,2.380138404,1.463851416,1.234932623,
Cabo Verde,0.449184342,0.506133366,0.482749306,0.536358067,0.4709535,0.475255783,0.590399303,0.572546566,0.642651488,0.799397011,0.807028209,0.711996309,0.369149185,0.314361652,
Costa Rica,1.35321196,1.470845979,1.317363509,1.191545721,1.642811293,1.247207404,1.194530784,1.251901416,1.372697662,1.147252451,1.25248215,1.171145398,0.961352136,0.753766206,
Caribbean small states,7.884228298,7.171086694,7.528095695,6.40905474,7.392339894,8.911414437,9.026224792,8.168379985,6.21458621,3.391276093,3.559509696,4.478049963,5.209885092,3.179653126,
Cuba,3.674230951,6.197356078,3.021040678,1.59152436,2.586859644,2.96423821,2.215225204,1.742468684,1.66197782,0.692245052,0.443219982,0.654400387,1.057296029,,
Curacao,,,,,,0,0,0,0,0,0,0,0,0,
Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Cyprus,0.000588069,0.006460085,0.004556224,0.018617948,0.039228858,0.061838886,0.062256116,0.041853667,0.032624332,0.019967407,0.001217019,0.005450672,0.004732069,0.000985649,
Czech Republic,0.766777285,0.696645022,1.53656583,0.707189799,0.979585756,1.092892551,0.658183534,0.392345354,0.349018022,0.309695938,0.317141676,0.36831707,0.401836824,0.42212108,
Germany,0.16641048,0.171367374,0.299708346,0.159864138,0.197303265,0.228194203,0.165074608,0.122616914,0.099140818,0.075511768,0.06541009,0.068516309,0.084988373,0.10070778,
Djibouti,0.616385692,0.523310117,0.790439022,0.743212074,0.838156181,0.88846349,0.893774805,0.522615829,0.788997555,0.66101077,0.484684965,0.573706699,0.265248181,0.287104946,
Dominica,0.028699255,0.027089422,0.026134773,0.021989882,0.049137559,0.041230433,0.04133195,0.04922309,0.065171168,0.047444635,0.060258408,0.056112341,0.034687942,0.031705342,
Denmark,1.911960345,1.661522213,2.043319633,1.212710318,1.430058073,1.795030766,1.677861434,1.268627599,1.015669776,0.534416293,0.362658816,0.511575585,0.634213587,0.477512026,
Dominican Republic,1.606234311,2.528048004,0.234147046,0.123503913,0.172400177,0.340146013,0.446722351,1.024973494,1.037472701,0.535347858,1.281943514,1.035506531,0.86860519,0.358710939,
Algeria,34.41216139,32.46493369,34.25249016,24.53419146,26.28289197,31.05280544,30.04012861,27.80151957,24.15405085,15.85764042,12.03248247,14.30879578,18.47412871,16.42406406,
East Asia & Pacific (excluding high income),6.135066641,6.820970448,9.571967649,4.40295324,6.308570639,7.633555262,4.509996295,3.448056388,2.787580735,1.561736768,1.343994732,1.671786079,1.921718953,1.55247763,
Early-demographic dividend,12.36957431,11.42225647,13.90642931,8.085680668,9.366394159,11.73983245,10.83853041,9.741068894,8.294768531,4.491307759,3.833368628,4.710591109,5.822373422,4.241018063,
East Asia & Pacific,2.519963378,3.14319512,4.765319517,2.329860079,3.519208976,4.403804037,2.740713223,2.347947333,1.972200794,1.179666091,1.048182244,1.333669432,1.544111046,1.315295328,
Europe & Central Asia (excluding high income),11.85805604,10.74233507,12.83914224,9.51839954,10.50709628,12.7742278,11.36211816,9.783230724,8.837336159,5.93195952,5.021752549,6.723680711,9.869084026,8.186670083,
Europe & Central Asia,1.899646066,1.861940587,2.497266041,1.646642285,2.06296747,2.722509966,2.618516524,2.263825052,1.879513154,1.143347451,0.927098254,1.300443553,1.814696205,1.615779473,
Ecuador,18.85995457,17.04043057,18.82072744,9.206767559,11.86717984,16.14121868,14.32325172,13.09617754,11.58798033,4.785458165,3.716564157,5.442679387,7.575133498,6.955006178,
"Egypt, Arab Rep.",14.93169751,13.24877476,15.23694672,9.019588141,9.005386494,12.48689963,10.93445298,9.974331685,8.374982608,4.178824435,3.06112559,5.458673242,7.108793011,4.978457272,
Euro area,0.167701125,0.171312778,0.232936725,0.158550671,0.185842983,0.226170089,0.215225976,0.188570984,0.146468079,0.102689335,0.084283011,0.096786313,0.115999867,0.078273875,
Eritrea,2.819421299,3.96277102,4.284507803,2.401739369,2.521877066,26.95622838,,,,,,,,,
Spain,0.043998843,0.052059185,0.065410892,0.035549201,0.059148553,0.066214183,0.073930129,0.063364121,0.061045672,0.047946213,0.042778209,0.053003049,0.061890472,0.046682562,
Estonia,0.759636852,0.788229376,1.207596134,1.21566648,1.904732447,2.57959308,2.12907779,1.595850935,1.422271278,1.145025253,1.084081014,1.350911596,1.351476781,1.142607968,
Ethiopia,18.82885483,21.91153683,18.77038336,16.42823423,15.8141144,17.41967721,14.90051602,13.90963181,13.37767232,12.19036608,11.23162848,9.912046278,5.888539241,4.375715305,
European Union,0.292211134,0.289539321,0.401932824,0.24933185,0.321201253,0.392945253,0.342951713,0.281120271,0.221813937,0.161318656,0.136037933,0.164582514,0.189593831,0.174182378,
Fragile and conflict affected situations,28.2368567,25.19748505,27.91400971,16.5255978,19.21188937,24.50289654,22.51927079,19.29466488,15.91431296,10.70655693,10.38452947,14.41544038,17.54795743,15.20120081,
Finland,0.371331968,0.415219035,0.388790991,0.334505225,0.469623074,0.496816656,0.529922442,0.44635571,0.430047237,0.413878313,0.431756888,0.432872548,0.530894235,0.40105379,
Fiji,0.966359775,0.70948131,0.880454237,1.175883027,2.208832941,1.945296497,2.029412232,1.350101264,1.166255345,1.040825065,1.100627511,1.248243452,1.214518215,0.773831394,
France,0.049120433,0.051907512,0.055475564,0.051659485,0.056243334,0.055280919,0.05034223,0.048157685,0.048920398,0.041049665,0.041454857,0.036423154,0.041691899,0.035148217,
Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Micronesia, Fed. Sts.",0.012487273,0.018908833,0.031993485,0.028911568,0.027273282,0.035425434,0.02804107,0.026521777,0.040600328,0.032192135,0.036049623,0.038531974,0.016321881,,
Gabon,40.64484571,38.59501331,45.48212156,27.27249765,33.42426082,37.68573244,37.93129898,32.43019441,26.77363516,12.47895127,11.56575205,18.83700311,23.15290825,20.85647216,
United Kingdom,0.957143893,0.895680966,1.306877472,0.876236049,0.984287029,1.150654897,0.946143229,0.763035963,0.589847905,0.331668096,0.281569187,0.425017066,0.669601495,0.590432563,
Georgia,0.974836429,0.922982349,0.76447864,0.77671855,1.362163845,1.911478119,1.085822012,0.798404617,0.512591311,0.55624032,0.595585186,0.492220986,0.474382778,0.117472442,
Ghana,7.608871067,8.842570593,9.200943706,10.82370295,10.13288705,16.28886432,16.05074604,11.12770172,12.92896787,10.89419915,8.888249231,10.98748959,10.19737868,7.786530408,
Gibraltar,,,,,,,,,,,,,,,
Guinea,17.785692,16.29330515,15.22396548,15.58553331,15.29208035,18.19915311,16.61728799,14.15081494,14.93195431,14.1138586,18.10722009,19.0135928,15.73475331,4.111267362,
"Gambia, The",2.729611757,3.040932377,3.184892886,3.297498467,3.030324075,4.466917622,5.776649294,5.723102003,5.240780429,5.558881778,6.56372737,6.669622116,2.554687642,2.316935109,
Guinea-Bissau,13.36373112,16.72343629,15.98064891,17.19744802,14.93073249,13.24832759,17.09524264,16.77539518,18.6987839,19.87141771,18.70276862,16.07942514,9.478576026,8.61026418,
Equatorial Guinea,56.08154742,49.68396583,47.82716915,29.9268538,37.97265094,41.51956875,39.71861296,34.90695319,28.99214533,17.98058014,16.12118474,23.47863006,30.02263514,30.91015331,
Greece,0.189981691,0.322968525,0.34863922,0.121496498,0.272595095,0.357096766,0.232895931,0.159771614,0.118982009,0.068717082,0.088465474,0.103263241,0.126715463,0.105905612,
Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Greenland,0.809512759,0.672343417,0.844947976,0,0,0.114611409,0.353875743,0.019093587,0,0,0,0,0,,
Guatemala,2.139356294,1.95176319,1.977945748,1.609577718,2.606451304,2.796902292,2.136036374,2.083646803,2.970493863,1.788112322,2.024411252,1.516857142,1.206908311,1.222665196,
Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Guyana,9.706352267,10.80752401,10.36355224,10.71584199,14.59220279,16.32057843,16.52635441,13.66871257,10.79657012,8.564432501,16.09007902,13.17215161,6.550404021,4.005377814,
High income,1.844517058,1.784902675,2.545780501,1.364400104,1.814234044,2.444995671,2.219874074,2.088360928,1.812195602,0.96619333,0.849366197,1.10605426,1.472873744,1.297764189,
"Hong Kong SAR, China",0.000665685,0.000902725,0.001459213,0.001390459,0.001438995,0.001684833,0.001329432,0.001143912,0.001567322,0.001125736,0.00121753,0.001336931,0.000660134,0.000558548,
Honduras,1.935992617,1.658696788,1.203502428,1.162857106,2.362610618,1.701135547,1.624423273,1.631684101,2.260907563,1.568462312,2.01538064,1.745182966,1.10446985,0.938519128,
Heavily indebted poor countries (HIPC),12.42470136,13.08911714,14.00624509,10.46015012,11.66428307,14.36769691,12.22734789,10.74069211,10.09373597,8.048232624,8.46627208,9.373018015,7.867826696,5.722509184,
Croatia,1.042101206,0.996151992,1.125183886,0.989318273,1.049843137,1.383427707,1.305016078,1.156985503,0.903655768,0.694377569,0.534789281,0.718068954,0.792338307,0.688530832,
Haiti,0.481485207,0.412533929,0.403512628,0.347261218,0.677029404,0.526060611,0.492604764,0.556670942,0.714675342,0.572188967,0.806766351,0.699069631,0.450263748,0.465654747,
Hungary,0.544111329,0.471975977,0.638041777,0.51892226,0.543327705,0.697803918,0.642447248,0.517336716,0.39971111,0.281004931,0.229563621,0.297285855,0.367596981,0.323754142,
IBRD only,9.009800178,8.736334461,10.98993647,6.080396128,7.575415497,9.178018689,7.355050574,6.22924563,5.189652879,2.850184948,2.484393559,3.189274634,3.911636051,3.079703165,
IDA & IBRD total,9.258897311,8.957279471,11.16072401,6.278962617,7.761296244,9.409336521,7.568143821,6.414908155,5.382417787,3.019950524,2.658603006,3.38364174,4.065457232,3.193859026,
IDA total,12.38423148,11.88456533,13.4774069,8.940279649,10.38662771,12.8437906,10.71766716,9.041570452,8.020090204,5.193748387,4.973365961,6.137928047,6.25632337,4.781674537,
IDA blend,13.32122205,12.3338115,14.55544396,9.038457183,11.11674469,14.12290434,12.40996854,9.964251153,8.343771973,4.489534242,3.943320167,5.91864386,7.733312425,6.345035376,
Indonesia,9.291362178,9.908863626,11.29533843,6.688711565,7.070380615,8.397391255,6.048981834,5.518884924,4.765234443,3.116901829,2.626529135,3.096569825,4.463613028,2.943075535,
IDA only,11.39998539,11.43240916,12.34503781,8.848958432,9.670297237,11.53183311,8.867291615,8.065659761,7.67675811,5.905594979,5.931568734,6.324758736,5.024774976,3.492503393,
Isle of Man,0,0,0,0,0,0,0,0,0,0,0,0,0,,
India,3.936968285,4.457773677,7.100894043,3.383993431,4.443014279,5.306815147,4.009669884,3.627618671,2.793775459,1.764172696,1.729645283,1.962666427,2.23321722,2.006413418,
Not classified,,,,,,,,,,,,,,,
Ireland,0.312859651,0.288215361,0.041817554,0.048932197,0.101898991,0.093888659,0.055036661,0.034283704,0.032506999,0.017802752,0.070543258,0.123243765,0.136799104,0.023766133,
"Iran, Islamic Rep.",34.74638718,28.37554166,33.20961416,19.91757948,23.10421573,28.20580694,23.43933298,27.58180503,27.49912247,15.81645541,13.66729027,18.17442072,23.64641161,,
Iraq,64.85899519,53.52091918,55.53534547,38.60991177,42.7269461,50.52391168,49.18893145,44.86024309,44.5976822,34.2467187,30.46067959,36.2850449,45.03486007,39.79921168,
Iceland,0,0,0,0,0,0.000382766,0.000359865,0.000368072,0.000349275,0.000301799,0.000276067,0.000218677,0.000190425,0.000117414,
Israel,0.09905713,0.130441434,0.404043138,0.316836248,0.169498768,0.307581504,0.296059986,0.329848101,0.303025415,0.246481302,0.163437957,0.150501061,0.186586815,0.093395506,
Italy,0.129016359,0.122512209,0.147575194,0.095120209,0.120885026,0.167117955,0.182342588,0.163563984,0.142323328,0.081836473,0.048940865,0.068196967,0.103771522,0.08904222,
Jamaica,2.665880089,2.880533467,1.950769931,1.292928758,1.42633119,1.72517721,1.336959662,1.301885429,1.345293745,1.266112454,1.220533261,1.349621725,1.461882117,0.140914731,
Jordan,0.454122806,0.763797726,5.647978406,3.871143619,1.664130542,3.327721468,2.918406584,1.285512607,1.202610025,1.400035893,1.1228606,0.869333532,0.718264601,0.034886206,
Japan,0.018418384,0.021804507,0.024476917,0.01982152,0.019286768,0.021232249,0.020154049,0.023126909,0.026013885,0.028211418,0.027082357,0.037551762,0.03595472,0.088973515,
Kazakhstan,29.17964849,26.57352278,32.00883622,20.87568051,24.21193664,27.19230633,23.39118345,19.20405043,17.61358276,9.55269289,11.50062282,15.67451643,21.7844822,17.62452902,
Kenya,2.950418509,3.633898494,3.638868734,3.712635241,3.015425034,3.255771349,3.223570259,2.944415255,2.910675496,2.960045209,2.868836932,2.411873633,1.326671305,1.052401686,
Kyrgyz Republic,1.839364946,1.077092058,4.289209446,4.450464911,9.863681684,10.24559861,3.627945354,5.74724014,4.077774613,4.336878115,5.642579537,8.757812283,4.652792475,0.552836123,
Cambodia,1.806869951,2.24551946,3.099840616,2.862780067,2.695956615,3.050561909,2.293983506,1.902926337,2.548770799,1.817686573,1.848763039,1.939723525,0.872103587,0.683881415,
Kiribati,0.03380181,0.043302368,0.070983508,0.073149333,0.062338136,0.073192876,0.058389845,0.055213896,0.087994189,0.07292428,0.082690196,0.093406453,0.041513572,0.038354412,
St. Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Korea, Rep.",0.019733806,0.023980484,0.041993548,0.035771813,0.032123172,0.033507277,0.045904419,0.02764891,0.024329381,0.018425354,0.018799025,0.022206689,0.021995292,0.099287689,
Kuwait,53.33002923,49.27242662,54.21943825,40.24720024,49.33749565,58.98281168,54.85021065,52.96181852,50.94358411,37.05523006,32.10488991,36.60371131,44.6634722,42.65632119,
Latin America & Caribbean (excluding high income),5.469902494,5.246822786,5.744125449,3.260248104,4.372135879,5.428299649,4.940080273,4.547549448,3.891787601,2.239396324,2.166470841,2.654950663,3.405428847,2.812082256,
Lao PDR,13.28679935,13.21602411,13.02590236,10.59969409,14.82148845,15.26435563,12.11278345,12.55923108,8.13646053,5.53855992,4.385177722,5.037146351,3.961483629,2.788377619,
Lebanon,0.001624003,0.00137814,0.001896636,0.001909543,0.001880799,0.001934982,0.00182191,0.001544904,0.002290985,0.002287824,0.001371395,0.001983867,0.000935282,0.001200948,
